2015,1200
2014,1777
2013,1549
2012,1170
2011,953
2010,836
2009,751
2008,680
2007,638
2006,497
2005,410
2004,272
2003,157
2002,77
2001,38
2000,38
1999,18
1998,24
1997,14
1996,6
1995,18
1994,11
1993,6
1992,5
1991,7
1990,5
1989,1
1988,2
1987,3
1985,1
1984,1
1983,1
1982,3
1981,2
1980,1
1979,1
1977,1
1974,2
1972,2
1971,2
1968,2
1967,2
1965,1
1961,1
1951,1
1949,1
1912,1

