24602788	scaffolds
17665100	scaffolds
25686991	scaffolds
24026912	scaffolds
17025355	scaffolds
23468399	scaffolds
17494961	scaffolds
22772482	scaffolds
25626696	scaffolds
16637043	scaffolds
24107069	scaffolds
12895585	scaffolds
24287982	scaffolds
18754643	scaffolds
14562270	scaffolds
24297514	scaffolds
22667105	scaffolds
17003623	scaffolds
22190961	scaffolds
25734962	scaffolds
23317466	scaffolds
20014198	scaffolds
23776140	scaffolds
12504529	scaffolds
21774089	scaffolds
24610728	scaffolds
24386552	scaffolds
25697498	scaffolds
23526440	scaffolds
21211834	scaffolds
22023634	scaffolds
18807266	scaffolds
16356703	scaffolds
23498284	scaffolds
23738295	scaffolds
25844177	scaffolds
24900176	scaffolds
22939815	scaffolds
17703475	scaffolds
25961418	scaffolds
25052427	scaffolds
23184719	scaffolds
20303320	scaffolds
15993055	scaffolds
22692607	scaffolds
24476065	scaffolds
23592566	scaffolds
20166230	scaffolds
16610978	scaffolds
22692608	scaffolds
17591283	scaffolds
23420664	scaffolds
18427294	scaffolds
18089673	scaffolds
22085919	scaffolds
21726995	scaffolds
23582113	scaffolds
20532963	scaffolds
11761853	scaffolds
25579898	scaffolds
24656373	scaffolds
24188848	scaffolds
12451901	scaffolds
18523339	scaffolds
16779770	scaffolds
21598984	scaffolds
24959582	scaffolds
15803282	scaffolds
25931178	scaffolds
18987952	scaffolds
22123094	scaffolds
21080441	scaffolds
23700279	scaffolds
20001740	scaffolds
21435350	scaffolds
18072183	scaffolds
21673827	scaffolds
23610045	scaffolds
25280677	scaffolds
16153899	scaffolds
15623932	scaffolds
23161731	scaffolds
22396193	scaffolds
19105999	scaffolds
19549539	scaffolds
16530058	scaffolds
23910277	scaffolds
22965790	scaffolds
17487987	scaffolds
21108455	scaffolds
21828356	scaffolds
19419281	scaffolds
15613383	scaffolds
22804347	scaffolds
21234657	scaffolds
18574674	scaffolds
22781919	scaffolds
19779250	scaffolds
25952165	scaffolds
18373425	scaffolds
17051541	scaffolds
22696505	scaffolds
21842506	scaffolds
23377988	scaffolds
22960878	scaffolds
24764605	scaffolds
20718054	scaffolds
16579688	scaffolds
17884240	scaffolds
25502922	scaffolds
16362216	scaffolds
17722535	scaffolds
19172620	scaffolds
19089870	scaffolds
21600916	scaffolds
22679367	scaffolds
25280697	scaffolds
22051167	scaffolds
23436939	scaffolds
24052690	scaffolds
25089851	scaffolds
18615821	scaffolds
22955695	scaffolds
21514224	scaffolds
23683037	scaffolds
17544542	scaffolds
24677705	scaffolds
15468832	scaffolds
25721694	scaffolds
24494863	scaffolds
24106032	scaffolds
23861256	scaffolds
24863802	scaffolds
11742673	scaffolds
19733699	scaffolds
25142314	scaffolds
21704199	scaffolds
26006179	scaffolds
25983162	scaffolds
25800862	scaffolds
25650098	scaffolds
25408068	scaffolds
25003631	scaffolds
24390727	scaffolds
24219794	scaffolds
23760036	scaffolds
23578463	scaffolds
23357532	scaffolds
23321676	scaffolds
23184814	scaffolds
22730266	scaffolds
22378164	scaffolds
22332901	scaffolds
21886690	scaffolds
21800912	scaffolds
21678776	scaffolds
21523402	scaffolds
20957257	scaffolds
20929288	scaffolds
20857391	scaffolds
20837373	scaffolds
20407923	scaffolds
21426057	scaffolds
19391606	scaffolds
21706638	scaffolds
19142933	scaffolds
18615778	scaffolds
18572921	scaffolds
18462062	scaffolds
18217338	scaffolds
17107070	scaffolds
16268611	scaffolds
14964719	scaffolds
14571973	scaffolds
12927513	scaffolds
12081877	scaffolds
10421564	scaffolds
25288907	scaffolds
17292150	scaffolds
8624400	scaffolds
23659680	scaffolds
23233197	scaffolds
16044404	scaffolds
20666607	scaffolds
19091303	scaffolds
16001717	scaffolds
19596034	scaffolds
18485469	scaffolds
17482310	scaffolds
24519002	scaffolds
19415229	scaffolds
19793450	scaffolds
22692604	scaffolds
26106425	scaffolds
18179237	scaffolds
21638431	scaffolds
23432671	scaffolds
23668983	scaffolds
22735356	scaffolds
15860215	scaffolds
25044682	scaffolds
23560409	scaffolds
19184371	scaffolds
21210516	scaffolds
16433415	scaffolds
21704650	scaffolds
26029344	scaffolds
17688280	scaffolds
25596167	scaffolds
23184805	scaffolds
19643156	scaffolds
21604491	scaffolds
20373741	scaffolds
21709750	scaffolds
18387349	scaffolds
21256732	scaffolds
23399155	scaffolds
22480473	scaffolds
19643154	scaffolds
23351866	scaffolds
18481312	scaffolds
17702681	scaffolds
17002107	scaffolds
25063121	scaffolds
14613233	scaffolds
21350641	scaffolds
23973391	scaffolds
16050712	scaffolds
10679693	scaffolds
17055245	scaffolds
19375396	scaffolds
17508415	scaffolds
22709343	scaffolds
21342838	scaffolds
11255165	scaffolds
24299831	scaffolds
22527520	scaffolds
19751122	scaffolds
12270174	scaffolds
24579074	scaffolds
15269975	scaffolds
24339420	scaffolds
24384122	scaffolds
23973613	scaffolds
15386972	scaffolds
24095711	scaffolds
18076093	scaffolds
22480474	scaffolds
22100267	scaffolds
21546240	scaffolds
25704331	scaffolds
25372075	scaffolds
23365045	scaffolds
16723287	scaffolds
19748269	scaffolds
16533522	scaffolds
17986398	scaffolds
25686001	scaffolds
22767245	scaffolds
15335001	scaffolds
26001072	scaffolds
21944829	scaffolds
25580991	scaffolds
12504526	scaffolds
23606420	scaffolds
21182857	scaffolds
20740423	scaffolds
18817515	scaffolds
25697829	scaffolds
23901487	scaffolds
25466454	scaffolds
25162210	scaffolds
22239634	scaffolds
20026047	scaffolds
17943985	scaffolds
20694972	scaffolds
23530764	scaffolds
21776301	scaffolds
20126577	scaffolds
22833221	scaffolds
23498261	scaffolds
16362210	scaffolds
15095822	scaffolds
17665126	scaffolds
23815376	scaffolds
23226016	scaffolds
22905627	scaffolds
16504284	scaffolds
24705167	scaffolds
19370750	scaffolds
20336753	scaffolds
19505597	scaffolds
17295231	scaffolds
18791666	scaffolds
24515547	scaffolds
17946860	scaffolds
16444737	scaffolds
14733547	scaffolds
22198644	scaffolds
26126665	scaffolds
12012411	scaffolds
11304672	scaffolds
25821798	scaffolds
22311077	scaffolds
20191310	scaffolds
24443356	scaffolds
21143178	scaffolds
18419943	scaffolds
21643585	scaffolds
15350047	scaffolds
18260633	scaffolds
16579677	scaffolds
21407148	scaffolds
20022106	scaffolds
12031117	scaffolds
22213643	scaffolds
26076675	scaffolds
22547987	scaffolds
20557692	scaffolds
15788427	scaffolds
22121151	scaffolds
25087771	scaffolds
22959955	scaffolds
22618233	scaffolds
24842603	scaffolds
22040685	scaffolds
24956519	scaffolds
24488438	scaffolds
20524200	scaffolds
26069701	scaffolds
20811111	scaffolds
20481339	scaffolds
22348179	scaffolds
18458458	scaffolds
15133902	scaffolds
22781649	scaffolds
17627479	scaffolds
25029998	scaffolds
21767562	scaffolds
21544222	scaffolds
17488233	scaffolds
